Country,Employment,ConvertedComp,EdLevel,YearsCodePro
Brazil,Employed full-time,48104.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Netherlands,Employed full-time,38388.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Norway,Employed full-time,86316.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
France,Employed full-time,60535.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Nigeria,Employed full-time,3948.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
United States,Employed full-time,36000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Denmark,"Independent contractor, freelancer, or self-employed",12972.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3
India,Employed full-time,5028.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Italy,Employed full-time,34591.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8
United States,Employed full-time,72000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Uganda,Employed part-time,2616.0,Some college/university study without earning a degree,2
Switzerland,Employed full-time,79286.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United Kingdom,Employed full-time,90482.0,Some college/university study without earning a degree,32
Hungary,Employed full-time,30792.0,Some college/university study without earning a degree,12
Spain,Employed full-time,55130.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Russian Federation,Employed part-time,26424.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Greece,Employed full-time,75669.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18
Italy,Employed full-time,37834.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Spain,Employed full-time,20760.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Georgia,Employed full-time,46644.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Kenya,Employed part-time,0.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Ukraine,Employed full-time,44040.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
United States,Employed full-time,840000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9
Belgium,Employed full-time,41508.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Jordan,Employed full-time,10152.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Netherlands,Employed full-time,51887.0,Some college/university study without earning a degree,14
Germany,Employed full-time,40212.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",9
United Kingdom,Employed full-time,90482.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17
Ireland,Employed full-time,135123.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United Kingdom,Employed full-time,103408.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Luxembourg,Employed full-time,41508.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
Slovenia,"Independent contractor, freelancer, or self-employed",32424.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",19
Norway,Employed full-time,123195.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18
Italy,Employed full-time,29186.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United Kingdom,Employed full-time,91774.0,Some college/university study without earning a degree,5
United States,Employed full-time,250000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9
United Kingdom,Employed full-time,32315.0,Some college/university study without earning a degree,3
Romania,Employed full-time,12216.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Poland,"Independent contractor, freelancer, or self-employed",65304.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Russian Federation,Employed full-time,47184.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Iran,Employed full-time,8556.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Turkey,Employed full-time,4932.0,"Associate degree (A.A., A.S., etc.)",1
Brazil,Employed full-time,21720.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,96000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
United Kingdom,"Independent contractor, freelancer, or self-employed",620448.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
United States,Employed full-time,75000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United States,Employed full-time,70000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United Kingdom,"Independent contractor, freelancer, or self-employed",16804.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",48
Nigeria,Employed full-time,4944.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Portugal,Employed full-time,54049.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Germany,Employed full-time,843168.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
Belgium,Employed full-time,31128.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
France,Employed full-time,37834.0,Some college/university study without earning a degree,7
Netherlands,Employed full-time,64859.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
Germany,Employed full-time,51888.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
France,Employed full-time,75669.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
Brazil,Employed full-time,19236.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Romania,Employed full-time,0.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
France,Employed full-time,86478.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22
Israel,Employed full-time,122580.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22
United States,Employed full-time,105000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
France,Employed full-time,112422.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11
United Kingdom,Employed full-time,18612.0,Some college/university study without earning a degree,3
United States,Employed full-time,85000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
France,Employed full-time,51887.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",13
Portugal,Employed full-time,49296.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15
Germany,Employed part-time,64859.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",8
Bosnia and Herzegovina,Employed full-time,23172.0,Some college/university study without earning a degree,4
France,Employed full-time,42158.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10
Sweden,Employed full-time,37560.0,Some college/university study without earning a degree,2
Netherlands,Employed part-time,86478.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",26
Germany,Employed full-time,59454.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
United States,Employed full-time,150000.0,"Associate degree (A.A., A.S., etc.)",22
Germany,Employed part-time,50157.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",25
Hungary,"Independent contractor, freelancer, or self-employed",44900.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25
Germany,Employed full-time,46704.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Austria,Employed full-time,518868.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19
United States,Employed full-time,125000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Spain,Employed full-time,22701.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Italy,Employed full-time,36213.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
Czech Republic,"Independent contractor, freelancer, or self-employed",19752.0,Some college/university study without earning a degree,2
Poland,Employed full-time,42528.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
Sweden,Employed full-time,76707.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Canada,Employed full-time,102102.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15
United Kingdom,Employed full-time,41880.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Egypt,Employed full-time,18456.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11
United States,Employed full-time,70000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
France,Employed full-time,41077.0,"Professional degree (JD, MD, etc.)",6
United States,Employed full-time,99000.0,"Associate degree (A.A., A.S., etc.)",13
Netherlands,Employed full-time,56211.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Poland,Employed full-time,15192.0,Some college/university study without earning a degree,2
Netherlands,Employed full-time,81074.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Germany,Employed full-time,37834.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Brazil,Employed full-time,8520.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
France,Employed full-time,45401.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United Kingdom,Employed full-time,25852.0,Some college/university study without earning a degree,7
Mexico,"Independent contractor, freelancer, or self-employed",38784.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
United Kingdom,Employed full-time,90482.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
Netherlands,Employed full-time,51888.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
Greece,Employed full-time,12972.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15
France,Employed full-time,43239.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Germany,Employed full-time,62697.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Croatia,Employed full-time,41100.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12
United States,Employed full-time,105000.0,Some college/university study without earning a degree,6
United States,Employed full-time,67000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",2
France,Employed full-time,38915.0,Some college/university study without earning a degree,2
United States,Employed full-time,37480.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,Employed full-time,50806.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United Kingdom,Employed full-time,72385.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Taiwan,Employed full-time,59655.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
France,Employed full-time,45401.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
France,Employed full-time,44316.0,"Professional degree (JD, MD, etc.)",7
United Kingdom,"Independent contractor, freelancer, or self-employed",51704.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",8
France,Employed full-time,43455.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Russian Federation,Employed full-time,33972.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
United States,Employed full-time,130000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Tunisia,Employed full-time,5472.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Viet Nam,"Independent contractor, freelancer, or self-employed",120000.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20
Georgia,Employed full-time,12720.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",5
Canada,Employed full-time,37816.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
United Kingdom,Employed full-time,54289.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",22
Ireland,"Independent contractor, freelancer, or self-employed",162147.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",34
Spain,Employed full-time,29186.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",4
France,"Independent contractor, freelancer, or self-employed",216196.0,Some college/university study without earning a degree,31
Germany,Employed full-time,56211.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
Germany,Employed full-time,54049.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Germany,Employed full-time,69183.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11
United Kingdom,"Independent contractor, freelancer, or self-employed",108576.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
France,Employed full-time,38916.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Brazil,Employed full-time,8244.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
Germany,Employed full-time,64860.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Less than 1 year
United Kingdom,Employed full-time,39424.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
Belgium,Employed full-time,58368.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",6
Poland,Employed full-time,18828.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",1
France,Employed full-time,23352.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",1
Hungary,Employed full-time,12312.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Serbia,"Independent contractor, freelancer, or self-employed",31128.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",14
Denmark,Employed full-time,64405.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4
Italy,"Independent contractor, freelancer, or self-employed",38916.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",8
France,Employed full-time,39996.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",6
Netherlands,Employed full-time,67021.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6
Spain,Employed full-time,27888.0,Some college/university study without earning a degree,14
Czech Republic,Employed full-time,67548.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12
Germany,Employed full-time,64860.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",24
Ireland,Employed full-time,48644.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
India,Employed full-time,6981.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
Pakistan,Employed full-time,7788.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",3
Portugal,Employed full-time,19452.0,"Associate degree (A.A., A.S., etc.)",3
United Kingdom,Employed full-time,38778.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3
Italy,Employed full-time,28536.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10
United Kingdom,Employed full-time,40070.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",Less than 1 year
Germany,Employed part-time,9084.0,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Less than 1 year
United States,Employed full-time,71000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
United Kingdom,Employed full-time,32315.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Less than 1 year
Hungary,Employed full-time,22164.0,"Other doctoral degree (Ph.D., Ed.D., etc.)",6
Russian Federation,Employed full-time,14160.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5
Taiwan,Employed full-time,16704.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2
United States,Employed full-time,2000000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20
Austria,Employed full-time,64859.0,Some college/university study without earning a degree,6
Nigeria,Employed part-time,2304.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3
United States,Employed full-time,115200.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7
United States,Employed full-time,90000.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5
Chile,Employed full-time,12048.0,"Professional degree (JD, MD, etc.)",3
Canada,Employed full-time,89245.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",17
United States,Employed full-time,150000.0,"Associate degree (A.A., A.S., etc.)",10
Australia,Employed full-time,66810.0,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13
Spain,Employed full-time,33240.0,"Professional degree (JD, MD, etc.)",6
Germany,Employed full-time,99450.0,Some college/university study without earning a degree,25
France,Employed full-time,42158.0,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",7
